gvkey,cik,datadate,fyear,company name,curcd,Total revenue,Net income(loss),Profitability,ProfitabilityDiff,assests and liabilities other net change,assestsDiff,cash and cash equivalents incease(decrease) ,cashDiff,operating income,incomeDiff,company statement,have 2021
4036,29644,07/31/2020,2020,DONALDSON CO INC,USD,2588.6,257,0.099281465,0.005573111,1.4,11.1,58.8,85.7,426.2,-42,A,
4036,29644,07/31/2021,2021,DONALDSON CO INC,USD,2860.8,286.9,0.100286633,0.001005168,-5.3,-6.7,-13.8,-72.6,493.5,67.3,A,3 years
4040,29669,12/31/2019,2019,DONNELLEY (R R) & SONS CO,USD,6276.2,-93.2,-0.01484975,,-42.5,,-179.8,,415.2,,A,
4040,29669,12/31/2020,2020,DONNELLEY (R R) & SONS CO,USD,4766.3,98.5,0.020665925,0.035515675,3.7,46.2,133.8,313.6,379.6,-35.6,A,
4058,29905,12/31/2019,2019,DOVER CORP,USD,7136.397,677.918,0.094994435,,-4.603,,1.032,,1320.949,,A,
4058,29905,12/31/2020,2020,DOVER CORP,USD,6683.76,683.451,0.102255467,0.007261032,8.841,13.444,115.822,114.79,1260.146,-60.803,A,
4066,29989,12/31/2019,2019,OMNICOM GROUP,USD,14953.7,1339.1,0.089549744,,5.4,,653.3,,2353.8,,A,
4066,29989,12/31/2020,2020,OMNICOM GROUP,USD,13171.1,945.4,0.071778363,-0.01777138,318.3,312.9,1294.8,641.5,1992.5,-361.3,A,
4091,30305,12/31/2019,2019,DUCOMMUN INC,USD,721.088,32.461,0.045016697,,8.152,,29.321,,84.144,,A,
4091,30305,12/31/2020,2020,DUCOMMUN INC,USD,628.941,29.174,0.046385909,0.001369212,12.067,3.915,16.882,-12.439,74.93,-9.214,A,
4108,30625,12/31/2019,2019,FLOWSERVE CORP,USD,3944.85,253.668,0.064303586,,14.852,,51.297,,535.917,,A,
4108,30625,12/31/2020,2020,FLOWSERVE CORP,USD,3728.134,116.326,0.031202205,-0.033101381,31.464,16.612,424.294,372.997,454.633,-81.284,A,
4186,31107,12/31/2019,2019,EASTERN CO,USD,251.743,13.266,0.052696599,,0.362,,4.071,,27.742,,A,
4186,31107,12/31/2020,2020,EASTERN CO,USD,240.403,5.406,0.02248724,-0.030209359,0.188,-0.174,-1.895,-5.966,23.566,-4.176,A,
4194,31235,12/31/2019,2019,EASTMAN KODAK CO,USD,1242,116,0.093397746,,-10,,23,,-14,,A,
4194,31235,12/31/2020,2020,EASTMAN KODAK CO,USD,1029,-541,-0.525753158,-0.619150904,-26,-16,-34,-57,-31,-17,A,
4213,31462,12/31/2019,2019,ECOLAB INC,USD,14906.3,1558.9,0.104579943,,-5.5,,-107.6,,3237.2,,A,
4213,31462,12/31/2020,2020,ECOLAB INC,USD,11790.2,-1205.1,-0.102212007,-0.206791949,-241.2,-235.7,1073.8,1181.4,2493.9,-743.3,A,
4145,31791,12/31/2019,2019,PERKINELMER INC,USD,2883.673,227.558,0.078912554,,-63.097,,25.579,,642.634,,A,
4145,31791,12/31/2020,2020,PERKINELMER INC,USD,3782.745,727.887,0.192422963,0.113510409,377.287,440.384,210.72,185.141,1241.042,598.408,A,
4321,32604,09/30/2019,2019,EMERSON ELECTRIC CO,USD,18372,2306,0.125517091,,-87,,401,,3942,,A,
4321,32604,09/30/2020,2020,EMERSON ELECTRIC CO,USD,16785,1965,0.117068811,-0.00844828,33,120,1821,1420,3658,-284,A,
4322,32621,03/31/2020,2019,EMERSON RADIO CORP,USD,6.293,-4.307,-0.684411251,,0.386,,-1.641,,-4.624,,A,
4322,32621,03/31/2021,2020,EMERSON RADIO CORP,USD,7.445,-3.976,-0.534049698,0.150361553,-0.103,-0.489,-1.031,0.61,-4.193,0.431,A,
4390,33002,02/29/2020,2019,ENNIS INC,USD,438.412,38.292,0.0873425,,-1.604,,-20.184,,68.974,,A,
4390,33002,02/28/2021,2020,ENNIS INC,USD,357.973,24.094,0.067306752,-0.020035748,1.625,3.229,6.932,27.116,53.833,-15.141,A,
4423,33185,12/31/2019,2019,EQUIFAX INC,USD,3527.6,-398.8,-0.113051366,,468.1,,177.7,,834.4,,A,
4423,33185,12/31/2020,2020,EQUIFAX INC,USD,4127.5,520.1,0.12600848,0.239059846,142.7,-325.4,1283.3,1105.6,1464.5,630.1,A,
4448,33488,12/31/2019,2019,ESCALADE INC,USD,180.541,7.258,0.040201395,,1.971,,3.058,,13.306,,A,
4448,33488,12/31/2020,2020,ESCALADE INC,USD,273.649,25.934,0.094771039,0.054569644,-0.042,-2.013,-2.377,-5.435,37.048,23.742,A,
4450,33533,06/30/2019,2019,ESPEY MFG & ELECTRONICS CORP,USD,36.478,2.343,0.064230495,,0.863,,-2.836,,3.194,,A,
4450,33533,06/30/2020,2020,ESPEY MFG & ELECTRONICS CORP,USD,31.526,1.164,0.036921906,-0.027308589,2.265,1.402,3.939,6.775,1.741,-1.453,A,
4450,33533,06/30/2021,2021,ESPEY MFG & ELECTRONICS CORP,USD,27.735,-0.182,-0.006562106,-0.043484011,0.35,-1.915,1.401,-2.538,0.094,-1.647,A,3 years
4497,34067,12/31/2019,2019,DMC GLOBAL INC,USD,397.55,34.041,0.085626965,,-5.119,,6.978,,88.418,,A,
4497,34067,12/31/2020,2020,DMC GLOBAL INC,USD,229.161,-1.412,-0.006161607,-0.091788572,-19.729,-14.61,7.834,0.856,13.472,-74.946,A,
4503,34088,12/31/2019,2019,EXXON MOBIL CORP,USD,255583,14340,0.056107018,,3491,,47,,31764,,A,
4503,34088,12/31/2020,2020,EXXON MOBIL CORP,USD,178574,-22440,-0.12566219,-0.181769209,-6722,-10213,1275,1228,-8889,-40653,A,
4579,34563,06/30/2019,2019,FARMER BROTHERS CO,USD,595.942,-73.595,-0.123493561,,-9.442,,4.545,,30.319,,A,
4579,34563,06/30/2020,2020,FARMER BROTHERS CO,USD,501.32,-37.087,-0.073978696,0.049514865,-50.016,-40.574,53.03,48.485,10.744,-19.575,A,
4579,34563,06/30/2021,2021,FARMER BROTHERS CO,USD,397.85,-41.651,-0.10469021,-0.030711514,27.055,77.071,-49.575,-102.605,-1.724,-12.468,A,3 years
27939,34956,12/31/2019,2019,TENAX THERAPEUTICS INC,USD,0,-8.394,,,-0.423,,-7.461,,-8.55,,A,
27939,34956,12/31/2020,2020,TENAX THERAPEUTICS INC,USD,0,-9.851,,,0.638,1.061,1.344,8.805,-9.863,-1.313,A,
4622,35214,12/31/2019,2019,FERRO CORP,USD,1018.366,6.038,0.005929106,,-13.832,,0.101,,155.544,,A,
4622,35214,12/31/2020,2020,FERRO CORP,USD,958.954,42.799,0.044630921,0.038701815,18.451,32.283,77.875,77.774,147.974,-7.57,A,
12796,36047,12/31/2019,2019,CORELOGIC INC,USD,1762.235,49.38,0.028021234,,34.985,,17.452,,369.948,,I,
12796,36047,12/31/2020,2020,CORELOGIC INC,USD,1642.375,301.355,0.183487328,0.155466093,59.91,24.925,63.155,45.703,529.737,159.789,I,
4771,37472,06/30/2019,2019,FLEXSTEEL INDUSTRIES INC,USD,443.588,-32.605,-0.07350289,,-5.928,,-5.503,,8.292,,A,
4771,37472,06/30/2020,2020,FLEXSTEEL INDUSTRIES INC,USD,366.926,-26.844,-0.073159166,0.000343724,-5.246,0.682,25.95,31.453,-4.253,-12.545,A,
4771,37472,06/30/2021,2021,FLEXSTEEL INDUSTRIES INC,USD,478.925,23.048,0.048124445,0.121283611,9.865,15.111,-46.855,-72.805,35.322,39.575,A,3 years
4510,37785,12/31/2019,2019,FMC CORP,USD,4609.8,477.4,0.103561977,,-237.8,,177.4,,1202.7,,A,
4510,37785,12/31/2020,2020,FMC CORP,USD,4642.1,551.5,0.11880399,0.015242013,-115.4,122.4,229.8,52.4,1221.1,18.4,A,
4839,37996,12/31/2019,2019,FORD MOTOR CO,USD,155900,47,0.000301475,,5998,,834,,15456,,A,
4839,37996,12/31/2020,2020,FORD MOTOR CO,USD,127144,-1279,-0.01005946,-0.010360935,6746,748,8194,7360,7969,-7487,A,
62262,38264,09/30/2019,2019,FORWARD INDUSTRIES INC,USD,37.409,-3.604,-0.096340453,,-1.168,,-1.277,,-2.785,,A,
62262,38264,09/30/2020,2020,FORWARD INDUSTRIES INC,USD,34.478,-1.775,-0.051482105,0.044858348,0.465,1.633,-0.168,1.109,-0.29,2.495,A,
4881,38725,12/31/2019,2019,FRANKLIN ELECTRIC CO INC,USD,1314.578,95.483,0.072633956,,-7.445,,5.232,,166.829,,A,
4881,38725,12/31/2020,2020,FRANKLIN ELECTRIC CO INC,USD,1247.331,100.46,0.080539969,0.007906013,-4.144,3.301,66.382,61.15,169.505,2.676,A,
4900,39020,04/30/2020,2019,FREQUENCY ELECTRONICS INC,USD,41.507,-10.026,-0.241549618,,-0.84,,0.125,,-7.603,,A,
4900,39020,04/30/2021,2020,FREQUENCY ELECTRONICS INC,USD,54.254,0.68,0.012533638,0.254083256,-1.02,-0.18,5.999,5.874,2.343,9.946,A,
4903,39092,03/31/2020,2019,FRIEDMAN INDUSTRIES INC,USD,142.102,-5.249,-0.036938256,,-0.686,,5.391,,-0.989,,A,
4903,39092,03/31/2021,2020,FRIEDMAN INDUSTRIES INC,USD,126.103,11.424,0.090592611,0.127530866,0.904,1.59,3.135,-2.256,16.763,17.752,A,
4926,39368,11/30/2019,2019,FULLER (H. B.) CO,USD,2897,130.817,0.045156023,,-17.868,,-38.602,,410.651,,A,
4926,39368,11/30/2020,2020,FULLER (H. B.) CO,USD,2790.269,123.719,0.044339453,-0.000816571,62.978,80.846,-11.657,26.945,385.507,-25.144,A,
5046,40533,12/31/2019,2019,GENERAL DYNAMICS CORP,USD,39350,3484,0.088538755,,-97,,-61,,5391,,A,
5046,40533,12/31/2020,2020,GENERAL DYNAMICS CORP,USD,37925,3167,0.083506922,-0.005031833,-499,-402,1922,1983,4917,-474,A,
5047,40545,12/31/2019,2019,GENERAL ELECTRIC CO,USD,95214,-4979,-0.05229273,,1435,,1529,,14394,,A,
5047,40545,12/31/2020,2020,GENERAL ELECTRIC CO,USD,79619,5705,0.071653751,0.123946481,1415,-20,531,-998,9376,-5018,A,
5050,40570,09/30/2019,2019,GEE GROUP INC,USD,151.674,-17.763,-0.117113019,,1.18,,0.842,,9.563,,A,
5050,40570,09/30/2020,2020,GEE GROUP INC,USD,129.835,-14.347,-0.110501791,0.006611228,-2.005,-3.185,10.019,9.177,4.58,-4.983,A,
5071,40704,05/31/2020,2019,GENERAL MILLS INC,USD,17626.6,2181.2,0.123744795,,260.4,,1227.8,,3619.6,,A,
5071,40704,05/31/2021,2020,GENERAL MILLS INC,USD,18127,2339.8,0.129078171,0.005333376,-172.2,-432.6,-172.6,-1400.4,3969.5,349.9,A,
5018,40888,12/31/2019,2019,AEROJET ROCKETDYNE HOLDINGS,USD,1981.5,141,0.071158213,,-82.7,,195.3,,314.3,,A,
5018,40888,12/31/2020,2020,AEROJET ROCKETDYNE HOLDINGS,USD,2072.7,137.7,0.066435085,-0.004723129,121.2,203.9,216.9,21.6,315.3,1,A,
5179,41719,12/31/2019,2019,GLATFELTER CORP,USD,927.673,-21.541,-0.023220467,,44.536,,-16.484,,100.886,,A,
5179,41719,12/31/2020,2020,GLATFELTER CORP,USD,916.498,21.298,0.023238458,0.046458924,11.445,-33.091,-14.536,1.948,112.535,11.649,A,
5234,42582,12/31/2019,2019,GOODYEAR TIRE & RUBBER CO,USD,14745,-311,-0.021091896,,23,,101,,1604,,A,
5234,42582,12/31/2020,2020,GOODYEAR TIRE & RUBBER CO,USD,12287,-1254,-0.102059087,-0.080967191,221,198,650,549,643,-961,A,
5237,42682,12/31/2019,2019,GORMAN-RUPP CO,USD,398.179,35.815,0.089946984,,-3.657,,34.097,,57.589,,A,
5237,42682,12/31/2020,2020,GORMAN-RUPP CO,USD,348.967,25.188,0.072178745,-0.017768239,-2.741,0.916,27.648,-6.449,48.445,-9.144,A,
5252,42888,12/31/2019,2019,GRACO INC,USD,1646.045,343.853,0.208896476,,10.461,,88.855,,472.156,,A,
5252,42888,12/31/2020,2020,GRACO INC,USD,1650.115,330.456,0.200262406,-0.00863407,-7.097,-17.558,157.936,69.081,481.447,9.291,A,
5338,43920,10/31/2019,2019,GREIF INC  -CL A,USD,4595,171,0.037214363,,-50,,-16.9,,658.4,,A,
5338,43920,10/31/2020,2020,GREIF INC  -CL A,USD,4515,108.8,0.024097453,-0.013116911,-73.5,-23.5,28.6,45.5,640.9,-17.5,A,
5496,45876,12/31/2019,2019,HARSCO CORP,USD,1503.742,503.919,0.335110012,,-247.387,,-7.414,,252.161,,A,
5496,45876,12/31/2020,2020,HARSCO CORP,USD,1863.864,-26.341,-0.014132469,-0.349242481,-34.321,213.066,19.937,27.351,237.64,-14.521,A,
12545,45919,12/31/2019,2019,HARTE HANKS INC,USD,217.577,-26.264,-0.120711288,,20.201,,13.24,,-4.468,,A,
12545,45919,12/31/2020,2020,HARTE HANKS INC,USD,176.9,-1.694,-0.009576032,0.111135257,-5.719,-25.92,-0.56,-13.8,2.413,6.881,A,
5518,46080,12/31/2019,2019,HASBRO INC,USD,4720.227,520.454,0.110260375,,-49.827,,3397.998,,850.615,,A,
5518,46080,12/31/2020,2020,HASBRO INC,USD,5465.443,222.519,0.040713809,-0.069546567,-383,-333.173,-3130.693,-6528.691,993.825,143.21,A,
5520,46129,12/31/2019,2019,ALLIED MOTION TECHNOLOGIES,USD,371.084,17.022,0.045871016,,-0.109,,4.743,,44.413,,A,
5520,46129,12/31/2020,2020,ALLIED MOTION TECHNOLOGIES,USD,366.694,13.643,0.037205408,-0.008665607,-2.264,-2.155,9.715,4.972,39.452,-4.961,A,
5567,46619,10/31/2019,2019,HEICO CORP,USD,2055.647,327.896,0.159509877,,26.829,,-2.598,,542.285,,A,
5567,46619,10/31/2020,2020,HEICO CORP,USD,1787.009,313.984,0.175703648,0.016193771,-50.925,-77.754,349.851,352.449,464.83,-77.455,A,
5597,47111,12/31/2019,2019,HERSHEY CO,USD,7986.252,1149.692,0.143958893,,37.901,,-94.736,,1981.368,,A,
5597,47111,12/31/2020,2020,HERSHEY CO,USD,8149.719,1278.708,0.156902097,0.012943204,-20.939,-58.84,650.725,745.461,2089.257,107.889,A,
5606,47217,10/31/2019,2019,HP INC,USD,58756,3152,0.053645585,,1532,,-629,,4926,,A,
5606,47217,10/31/2020,2020,HP INC,USD,56639,2844,0.050212751,-0.003432834,-673,-2205,327,956,4726,-200,A,
5621,47307,12/31/2019,2019,CRAWFORD UNITED CORP,USD,89.699,6.98,0.077815806,,-3.144,,-2.825,,12.538,,A,
5621,47307,12/31/2020,2020,CRAWFORD UNITED CORP,USD,85.07,5.839,0.068637593,-0.009178214,-1.099,2.045,3.962,6.787,9.872,-2.666,A,
5639,47518,09/30/2019,2019,HILL-ROM HOLDINGS INC,USD,2912.6,152.2,0.052255717,,55,,450.8,,575,,A,
5639,47518,09/30/2020,2020,HILL-ROM HOLDINGS INC,USD,2881,223,0.077403679,0.025147963,31.6,-23.4,-337.3,-788.1,589.9,14.9,A,
5639,47518,09/30/2021,2021,HILL-ROM HOLDINGS INC,USD,3007.2,248.5,0.082635009,0.00523133,40.5,8.9,-24.7,312.6,638.2,48.3,A,3 years
5667,48039,12/31/2019,2019,HOLLYFRONTIER CORP,USD,17486.578,772.388,0.044170335,,36.001,,-269.59,,1973.213,,A,
5667,48039,12/31/2020,2020,HOLLYFRONTIER CORP,USD,11183.643,-601.448,-0.053779256,-0.097949591,-87.983,-123.984,483.156,752.746,408.989,-1564.224,A,
5690,48287,12/31/2019,2019,HNI CORP,USD,2246.947,110.505,0.049180065,,-12.148,,-24.746,,231.34,,A,
5690,48287,12/31/2020,2020,HNI CORP,USD,1955.363,41.917,0.02143694,-0.027743125,31.932,44.08,64.047,88.793,184.676,-46.664,A,
5709,48465,10/31/2019,2019,HORMEL FOODS CORP,USD,9497.317,978.806,0.103061317,,-36.45,,213.765,,1305.363,,A,
5709,48465,10/31/2020,2020,HORMEL FOODS CORP,USD,9608.462,908.082,0.09450857,-0.008552748,-18.935,17.515,1041.407,827.642,1244.615,-60.748,A,
5764,48898,12/31/2019,2019,HUBBELL INC,USD,4591,400.9,0.087323023,,-45.7,,-7,,784.6,,A,
5764,48898,12/31/2020,2020,HUBBELL INC,USD,4186,351.2,0.08389871,-0.003424313,-43.9,1.8,77.6,84.6,720.7,-63.9,A,
5831,49728,09/30/2019,2019,IEC ELECTRONICS CORP,USD,156.981,4.747,0.030239328,,4.901,,0,,10.343,,I,
5831,49728,09/30/2020,2020,IEC ELECTRONICS CORP,USD,182.714,6.753,0.036959401,0.006720073,5.897,0.996,0.312,0.312,14.359,4.016,I,
5878,49826,12/31/2019,2019,ILLINOIS TOOL WORKS,USD,14109,2521,0.178680275,,-110,,477,,3828,,A,
5878,49826,12/31/2020,2020,ILLINOIS TOOL WORKS,USD,12574,2109,0.167727056,-0.010953219,112,222,583,106,3309,-519,A,
5903,49938,12/31/2019,2019,IMPERIAL OIL LTD,CAD,32194,2200,0.068335715,,-74,,730,,3781,,A,
5903,49938,12/31/2020,2020,IMPERIAL OIL LTD,CAD,20548,-1857,-0.090373759,-0.158709474,78,152,-947,-1677,811,-2970,A,
5932,50292,03/31/2020,2019,IEH CORP,USD,32.155,2.557,0.07952107,,-0.043,,0.68,,4.241,,A,
116166,50471,06/30/2019,2019,PARK CITY GROUP INC,USD,21.17,3.902,0.18431743,,-0.489,,3.717,,4.591,,A,
116166,50471,06/30/2020,2020,PARK CITY GROUP INC,USD,20.038,1.593,0.079498952,-0.104818478,0.919,1.408,1.736,-1.981,2.28,-2.311,A,
116166,50471,06/30/2021,2021,PARK CITY GROUP INC,USD,21.007,4.117,0.195982292,0.11648334,0.091,-0.828,3.725,1.989,3.604,1.324,A,3 years
5987,50725,09/30/2019,2019,GRIFFON CORP,USD,2209.289,37.287,0.016877375,,-10.324,,2.619,,195.467,,A,
5987,50725,09/30/2020,2020,GRIFFON CORP,USD,2407.522,53.429,0.022192528,0.005315153,-15.807,-5.483,145.712,143.093,234.373,38.906,A,
5987,50725,09/30/2021,2021,GRIFFON CORP,USD,2270.626,79.211,0.034885093,0.012692565,-96.387,-80.58,30.564,-115.148,244.303,9.93,A,3 years
6008,50863,12/31/2019,2019,INTEL CORP,USD,71965,21048,0.292475509,,2777,,1175,,33254,,A,
6008,50863,12/31/2020,2020,INTEL CORP,USD,77867,20899,0.268393543,-0.024081966,1108,-1669,1671,496,36115,2861,A,
6066,51143,12/31/2019,2019,INTL BUSINESS MACHINES CORP,USD,77147,9431,0.122247139,,1158,,-3290,,16908,,A,
6066,51143,12/31/2020,2020,INTL BUSINESS MACHINES CORP,USD,73620,5590,0.075930454,-0.046316685,3023,1865,5361,8651,15384,-1524,A,
6078,51253,12/31/2019,2019,INTL FLAVORS & FRAGRANCES,USD,5140.084,455.873,0.088689796,,-35.915,,-24.577,,1105.194,,A,
6078,51253,12/31/2020,2020,INTL FLAVORS & FRAGRANCES,USD,5084.239,363.228,0.07144196,-0.017247836,116.784,152.699,35.927,60.504,1054.274,-50.92,A,
6104,51434,12/31/2019,2019,INTL PAPER CO,USD,22376,1225,0.054746157,,-25,,-78,,3846,,A,
6104,51434,12/31/2020,2020,INTL PAPER CO,USD,20580,482,0.023420797,-0.03132536,109,134,84,162,3087,-759,A,
6136,51644,12/31/2019,2019,INTERPUBLIC GROUP OF COS,USD,10221.3,656,0.064179703,,-9.3,,518.5,,1398.4,,A,
6136,51644,12/31/2020,2020,INTERPUBLIC GROUP OF COS,USD,9061,351.1,0.038748483,-0.025431221,-67.9,-58.6,1315.8,797.3,1292.8,-105.6,A,
6326,54381,12/31/2019,2019,KAMAN CORP,USD,761.608,209.829,0.275507873,,-22.413,,465.663,,89.472,,A,
6326,54381,12/31/2020,2020,KAMAN CORP,USD,784.459,-69.742,-0.088904583,-0.364412455,-13.264,9.149,-335.451,-801.114,100.678,11.206,A,
6375,55067,12/31/2019,2019,KELLOGG CO,USD,13578,960,0.070702607,,40,,76,,2241,,A,
6375,55067,12/31/2020,2020,KELLOGG CO,USD,13770,1251,0.090849673,0.020147066,216,176,38,-38,2318,77,A,
6379,55135,12/31/2019,2019,KELLY SERVICES INC  -CL A,USD,5355.6,112.4,0.020987378,,-14.9,,-9.1,,121.5,,A,
6379,55135,12/31/2020,2020,KELLY SERVICES INC  -CL A,USD,4516,-72,-0.015943313,-0.03693069,0.9,15.8,197.1,206.2,68,-53.5,A,
6386,55242,06/30/2019,2019,KENNAMETAL INC,USD,2375.234,241.925,0.101853123,,-2.896,,-374.138,,457.752,,A,
6386,55242,06/30/2020,2020,KENNAMETAL INC,USD,1885.305,-5.661,-0.003002697,-0.10485582,-8.447,-5.551,424.669,798.807,261.222,-196.53,A,
6386,55242,06/30/2021,2021,KENNAMETAL INC,USD,1841.441,54.434,0.029560545,0.032563242,20.815,29.262,-452.637,-877.306,269.054,7.832,A,3 years
6410,55529,04/30/2020,2019,KEWAUNEE SCIENTIFIC CORP,USD,147.54,-4.687,-0.031767656,,-1.072,,-5.941,,0.977,,A,
6410,55529,04/30/2021,2020,KEWAUNEE SCIENTIFIC CORP,USD,147.469,-3.672,-0.024900149,0.006867508,2.191,3.263,0.516,6.457,1.396,0.419,A,
6433,55772,06/30/2019,2019,KIMBALL INTERNATIONAL  -CL B,USD,768.07,39.344,0.051224498,,7.374,,20.516,,69.535,,A,
6433,55772,06/30/2020,2020,KIMBALL INTERNATIONAL  -CL B,USD,727.859,41.054,0.056403782,0.005179284,-8.067,-15.441,18.607,-1.909,81.083,11.548,A,
6433,55772,06/30/2021,2021,KIMBALL INTERNATIONAL  -CL B,USD,569.008,7.416,0.013033209,-0.043370573,-0.759,7.308,-66.717,-85.324,25.985,-55.098,A,3 years
6435,55785,12/31/2019,2019,KIMBERLY-CLARK CORP,USD,18450,2157,0.116910569,,-48,,-97,,4213,,A,
6435,55785,12/31/2020,2020,KIMBERLY-CLARK CORP,USD,19140,2352,0.122884013,0.005973443,-49,-1,-139,-42,4410,197,A,
118267,56679,04/30/2020,2019,KORN FERRY,USD,1977.33,104.946,0.053074601,,18.333,,62.884,,304.747,,A,
118267,56679,04/30/2021,2020,KORN FERRY,USD,1819.946,114.454,0.062888679,0.009814079,43.26,24.927,161.534,98.65,249.098,-55.649,A,
6497,56701,06/30/2019,2019,KOSS CORP,USD,21.842,0.434,0.019869975,,0.06,,1.147,,0.864,,A,
6497,56701,06/30/2020,2020,KOSS CORP,USD,18.312,-0.466,-0.025447794,-0.045317769,-0.318,-0.378,1.771,0.624,-0.153,-1.017,A,
6497,56701,06/30/2021,2021,KOSS CORP,USD,19.546,0.494,0.025273713,0.050721507,0.117,0.435,2.951,1.18,-0.088,0.065,A,3 years
6509,56978,09/30/2019,2019,KULICKE & SOFFA INDUSTRIES,USD,540.052,11.653,0.021577552,,-52.577,,43.036,,43.528,,A,
6509,56978,09/30/2020,2020,KULICKE & SOFFA INDUSTRIES,USD,623.176,52.3,0.083924927,0.062347375,35.607,88.184,-176.057,-219.093,74.437,30.909,A,
6509,56978,09/30/2021,2021,KULICKE & SOFFA INDUSTRIES,USD,1517.664,367.161,0.24192509,0.158000164,178.629,143.022,174.661,350.718,431.12,356.683,A,3 years
6543,57131,04/30/2020,2019,LA-Z-BOY INC,USD,1703.982,77.469,0.045463508,,-17.281,,131.741,,172.283,,A,
6543,57131,04/30/2021,2020,LA-Z-BOY INC,USD,1734.244,106.461,0.061387556,0.015924047,194.013,211.294,131.175,-0.566,173.295,1.012,A,
6573,57515,06/30/2019,2019,LANCASTER COLONY CORP,USD,1307.787,150.549,0.11511737,,-3.085,,-9.464,,207.737,,A,
6573,57515,06/30/2020,2020,LANCASTER COLONY CORP,USD,1334.388,136.983,0.102656049,-0.012461321,-14.267,-11.182,1.985,11.449,219.256,11.519,A,
6573,57515,06/30/2021,2021,LANCASTER COLONY CORP,USD,1467.067,142.332,0.097018064,-0.005637985,-3.524,10.743,-10.218,-12.203,223.787,4.531,A,3 years
22632,57725,06/30/2019,2019,LANNETT CO INC,USD,655.407,-272.107,-0.415172557,,20.962,,41.663,,185.364,,A,
22632,57725,06/30/2020,2020,LANNETT CO INC,USD,545.744,-33.366,-0.061138556,0.354034001,-13.462,-34.424,4.08,-37.583,120.57,-64.794,A,
22632,57725,06/30/2021,2021,LANNETT CO INC,USD,478.778,-363.475,-0.75917231,-0.698033754,-15.76,-2.298,-46.043,-50.123,36.776,-83.794,A,3 years
6639,58361,09/30/2019,2019,LEE ENTERPRISES INC,USD,509.854,14.268,0.027984482,,4.288,,3.265,,111.039,,A,
6639,58361,09/30/2020,2020,LEE ENTERPRISES INC,USD,618.004,-3.106,-0.005025857,-0.033010339,-10.022,-14.31,25.088,21.823,91.356,-19.683,A,
6649,58492,12/31/2019,2019,LEGGETT & PLATT INC,USD,4752.5,333.8,0.070236718,,-25.8,,-20.5,,703.8,,A,
6649,58492,12/31/2020,2020,LEGGETT & PLATT INC,USD,4280.2,247.6,0.057847764,-0.012388953,87.9,113.7,101.3,121.8,599,-104.8,A,
12578,59255,12/31/2019,2019,VALHI INC,USD,1897.5,49.2,0.025928854,,45.9,,60.1,,195,,A,
12578,59255,12/31/2020,2020,VALHI INC,USD,1849.7,55.2,0.029842677,0.003913823,-0.5,-46.4,-13.5,-73.6,197,2,A,
13963,59440,12/31/2019,2019,VECTOR GROUP LTD,USD,1452.455,100.974,0.069519538,,-20.712,,-212.253,,255.513,,A,
13963,59440,12/31/2020,2020,VECTOR GROUP LTD,USD,1541.137,92.938,0.060304827,-0.009214711,12.388,33.1,-13.799,198.454,323.292,67.779,A,
6730,59478,12/31/2019,2019,LILLY (ELI) & CO,USD,22319.5,8318.4,0.372696521,,-1080,,-5660.7,,6914.6,,A,
6730,59478,12/31/2020,2020,LILLY (ELI) & CO,USD,24539.8,6193.7,0.25239407,-0.120302451,814.2,1894.2,1319.6,6980.3,8047.2,1132.6,A,
6737,59527,12/31/2019,2019,LINCOLN ELECTRIC HLDGS INC,USD,3003.272,293.109,0.097596555,,-17.377,,-159.286,,472.397,,A,
6737,59527,12/31/2020,2020,LINCOLN ELECTRIC HLDGS INC,USD,2655.4,206.115,0.077621074,-0.019975481,32.441,49.818,57.716,217.002,408.837,-63.56,A,
6821,60519,12/31/2019,2019,LOUISIANA-PACIFIC CORP,USD,2310,-5,-0.002164502,,-38,,-697,,196,,A,
6821,60519,12/31/2020,2020,LOUISIANA-PACIFIC CORP,USD,2788,499,0.178981349,0.181145851,50,88,340,1037,762,566,A,
6528,60714,12/31/2019,2019,LSB INDUSTRIES INC,USD,365.07,-63.417,-0.173711891,,-6.047,,-3.257,,39.138,,A,
6528,60714,12/31/2020,2020,LSB INDUSTRIES INC,USD,351.316,-61.911,-0.176225962,-0.002514071,-8.621,-2.574,-6.527,-3.27,48.881,9.743,A,
6845,60977,12/31/2019,2019,LYDALL INC,USD,837.398,-70.513,-0.084204882,,-8.977,,2.094,,80.406,,I,
6845,60977,12/31/2020,2020,LYDALL INC,USD,764.041,-73.725,-0.096493513,-0.012288631,8.35,17.327,50.845,48.751,66.785,-13.621,I,
6848,61004,12/31/2019,2019,LGL GROUP INC,USD,31.897,7.016,0.21995799,,-0.225,,-3.055,,3.932,,A,
6848,61004,12/31/2020,2020,LGL GROUP INC,USD,31.162,0.968,0.031063475,-0.188894515,-0.531,-0.306,5.878,8.933,1.943,-1.989,A,
6994,61986,12/31/2019,2019,MANITOWOC CO,USD,1834.1,46.6,0.025407557,,29.5,,59,,147.7,,A,
6994,61986,12/31/2020,2020,MANITOWOC CO,USD,1443.4,-19.1,-0.013232645,-0.038640202,-44.3,-73.8,-70.6,-129.6,83.1,-64.6,A,
7022,62234,12/31/2019,2019,MARCUS CORP,USD,820.863,42.017,0.051186373,,-2.186,,3.691,,143.592,,A,
