adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001683168-19-002109	1084267	MOBIQUITY TECHNOLOGIES, INC.	7310	US	NY	SHOREHAM	11786	35 TORRINGTON LANE		516-256-7766	US	NY	SHOREHAM	11786	35 TORRINGTON LANE		US	NY	113427886	ACE MARKETING & PROMOTIONS INC	19990414	4-NON	0	1231	10-K/A	20181231	2017	FY	20190703	2019-07-03 17:01:00.0	0	1	mobq-20181231.xml	1	
0001724787-19-000015	1724787	ZAMEE CORP.	7372	US	NV	LAS VEGAS	89169-6014	3773 HOWARD HUGHES PKWY STE 500S		702-780-6677	US	NV	LAS VEGAS	89169-6014	3773 HOWARD HUGHES PKWY STE 500S		US	NV	364860773			5-SML	0	1130	10-Q	20190531	2019	Q2	20190703	2019-07-03 08:01:00.0	0	1	none-20190531.xml	1	
0001761088-19-000067	1372954	GRYPHON RESOURCES, INC.	1000	US	WA	BELLINGHAM	98225	1313 MAPLE STREET	SUITE 201 - 462	(360) 685-4238	US	WA	BELLINGHAM	98225	1313 MAPLE STREET	SUITE 201 - 462	US	NV	980486176	GRYPHON OIL & GAS INC.	20060816	4-NON	0	0831	10-12G	20190331	2019	FY	20190703	2019-07-05 08:48:00.0	0	1	gryo-20190331.xml	1	
0001062993-19-002817	1346022	ENERTOPIA CORP.	1000	CA	BC	KELOWNA	V1X 3M4	156 VALLEYVIEW ROAD		604 602-1633	CA	BC	KELOWNA	V1X 3M4	156 VALLEYVIEW ROAD		US	NV	000000000	GOLDEN ARIA CORP.	20051205	4-NON	0	0831	10-Q	20190531	2019	Q3	20190705	2019-07-05 13:51:00.0	0	1	enrt-20190531.xml	1	
0001144204-19-033853	1711012	SENMIAO TECHNOLOGY LTD	6199	CN		CHENGDU, SICHUAN	610000	16F, SHIHAO SQUARE, MIDDLE JIANNAN BLVD.	HIGH TECH ZONE	862861554399	CN		CHENGDU, SICHUAN	610000	16F, SHIHAO SQUARE, MIDDLE JIANNAN BLVD.	HIGH TECH ZONE	US	NV	000000000			4-NON	0	0331	10-K	20190331	2018	FY	20190705	2019-07-03 21:55:00.0	0	1	aihs-20190331.xml	1	
0001144204-19-033901	1362190	AUDIOEYE INC	7372	US	AZ	TUCSON	85711	5210 E. WILLIAMS CIRCLE	SUITE 750	866-331-5324	US	AZ	TUCSON	85711	5210 E. WILLIAMS CIRCLE	SUITE 750	US	DE	000000000			4-NON	0	1231	POS AM	20190331			20190705	2019-07-05 16:23:00.0	0	1	aeye-20190331.xml	1	
0001193125-19-189414	1335730	MIZUHO FINANCIAL GROUP INC	6021	JP		CHIYODA-KU, TOKYO	100-8176	1-5-5, OTEMACHI		81-3-5224-1111	JP		CHIYODA-KU, TOKYO	100-8176	1-5-5, OTEMACHI				000000000			1-LAF	1	0331	20-F	20190331	2018	FY	20190705	2019-07-05 06:16:00.0	0	1	mfg-20190331.xml	1	
0001213900-19-012094	1707258	AMESITE INC.	7372	US	MI	ANN ARBOR	48104	207 EAST WASHINGTON STREET		650-516-7633	US	MI	ANN ARBOR	48104	207 EAST WASHINGTON STREET		US	DE	821433756	LOLA ONE ACQUISITION CORP	20170522	4-NON	0	0630	S-1/A	20190331			20190705	2019-07-03 18:47:00.0	0	1	cik0001707258-20190331.xml	1	
0001493152-19-010299	1166708	BROWNIE'S MARINE GROUP, INC	3949	US	FL	POMPANO BEACH	33069	3001 NW 25TH AVENUE,	SUITE 1	954-462-5570	US	FL	POMPANO BEACH	33069	3001 NW 25TH AVENUE,	SUITE 1	US	FL	300024898	UNITED COMPANIES CORP	20020207	4-NON	0	1231	10-Q	20190331	2019	Q1	20190705	2019-07-05 06:31:00.0	0	1	bwmg-20190331.xml	1	
0001493152-19-010317	1586495	BLOW & DRIVE INTERLOCK CORP	3714	US	CA	BEVERLY HILLS	90211	137 SOUTH ROBERTSON BOULEVARD	SUITE 129	818-299-0653	US	CA	BEVERLY HILLS	90211	137 SOUTH ROBERTSON BOULEVARD	SUITE 129	US	DE	463590850	JAM RUN ACQUISITION CORP	20130911	4-NON	0	1231	10-Q	20180930	2018	Q3	20190705	2019-07-05 16:12:00.0	0	1	bdic-20180930.xml	1	
0001761088-19-000069	1536089	MASCOTA RESOURCES CORP.	1000	US	CO	CENTENNIAL	80112-3231	7976 EAST PHILLIPS CIRCLE		303-961-7690	US	CO	CENTENNIAL	80112-3231	7976 EAST PHILLIPS CIRCLE		US	CO	000000000			4-NON	0	1130	10-Q	20190531	2019	Q2	20190705	2019-07-03 19:38:00.0	0	1	macr-20190531.xml	1	
0000008947-19-000136	8947	AZZ INC	3640	US	TX	FORT WORTH	76107	ONE MUSEUM PLACE, SUITE 500	3100 W 7TH STREET	8178100095	US	TX	FORT WORTH	76107	ONE MUSEUM PLACE, SUITE 500	3100 W 7TH STREET	US	TX	750948250	AZTEC MANUFACTURING CO	20000911	1-LAF	0	0228	10-Q	20190531	2020	Q1	20190708	2019-07-08 06:34:00.0	0	1	azz-20190531.xml	1	
0000051548-19-000033	51548	INTERNATIONAL SPEEDWAY CORP	7948	US	FL	DAYTONA BEACH	32114-1243	ONE DAYTONA BLVD		(386) 254-2700	US	FL	DAYTONA BEACH	32114-1243	ONE DAYTONA BLVD		US	FL	590709342	DAYTONA INTERNATIONAL SPEEDWAY CORP	19691130	1-LAF	0	1130	10-Q	20190531	2019	Q2	20190708	2019-07-08 10:01:00.0	0	1	a531201910-q_htm.xml	1	
0001140361-19-012510	276720	PURE CYCLE CORP	4941	US	CO	WATKINS	80137	34501 E. QUINCY AVE	BLDG. 34	3032923456	US	CO	WATKINS	80137	34501 E. QUINCY AVE	BLDG. 34	US	CO	840705083			2-ACC	0	0831	10-Q	20190531	2019	Q3	20190708	2019-07-08 09:07:00.0	0	1	pcyo-20190531.xml	1	
0001140361-19-012534	1017480	HIBBETT SPORTS INC	5940	US	AL	BIRMINGHAM	35211	2700 MILAN COURT		2059424292	US	AL	BIRMINGHAM	35211	2700 MILAN COURT		US	DE	208159608	HIBBETT SPORTING GOODS INC	19960622	2-ACC	0	0131	10-Q	20190430	2020	Q1	20190708	2019-07-08 16:16:00.0	0	1	hibb-20190504.xml	1	
0001437749-19-013608	773141	MDC HOLDINGS INC	1531	US	CO	DENVER	80237	4350 S MONACO STREET	SUITE 500	3037731100	US	CO	DENVER	80237	4350 S MONACO STREET	SUITE 500	US	DE	840622967			1-LAF	0	1231	8-K	20190630			20190708	2019-07-08 06:10:00.0	0	0	mdc20190706_8k_htm.xml	1	
0001493152-19-010337	1398529	GREENKRAFT, INC.	3711	US	CA	SANTA ANA	92797	2530 S. BIRCH STREET		714-545-7777	US	CA	SANTA ANA	92797	2530 S. BIRCH STREET		US	NV	208767728	SUNRISE GLOBAL INC.	20070504	4-NON	0	1231	10-Q	20190331	2019	Q1	20190708	2019-07-08 06:16:00.0	0	1	gkit-20190331.xml	1	
0001493152-19-010369	1538495	EARTH SCIENCE TECH, INC.	2834	US	FL	DORAL	33122	8000 NW 31ST STREET, UNIT 19		(305) 615-2118	US	FL	DORAL	33122	8000 NW 31ST STREET, UNIT 19		US	NV	454267181	ULTIMATE NOVELTY SPORTS INC.	20111230	4-NON	0	0331	10-K/A	20190331	2019	FY	20190708	2019-07-08 17:24:00.0	0	1	etst-20190331.xml	1	
0001558370-19-006024	891478	BANCO SANTANDER, S.A.	6029	ES		MADRID	28660	CIUDAD GRUPO SANTANDER	BOADILLA DEL MONTE	34 91 289 32 80	ES		MADRID	28660	CIUDAD GRUPO SANTANDER	BOADILLA DEL MONTE	ES		132617929	BANCO SANTANDER SA	20070925	1-LAF	0	1231	6-K	20181231	2018	FY	20190708	2019-07-08 16:20:00.0	0	1	san-20181231.xml	1	
0001640334-19-001297	1348362	LEXARIA BIOSCIENCE CORP.	1000	CA	BC	KELOWNA	V1X 2P7	100 - 740 MCCURDY ROAD		250-765-6424	CA	BC	KELOWNA	V1X 2P7	100 - 740 MCCURDY ROAD		US	NV	202000871	LEXARIA CORP.	20080229	4-NON	0	0831	10-Q	20190531	2019	Q3	20190708	2019-07-08 06:26:00.0	0	1	lxrp-20190531.xml	1	
0001654954-19-008030	1504678	LOOP INDUSTRIES, INC.	2800	CA	QC	TERREBONNE	J6Y 1Y4	480 FERNAND POITRAS		781-821-6600	CA	QC	TERREBONNE	J6Y 1Y4	480 FERNAND POITRAS		US	NV	272094706	FIRST AMERICAN GROUP INC.	20101101	2-ACC	0	0228	10-Q	20190531	2020	Q1	20190708	2019-07-08 17:26:00.0	0	1	loop-20190531.xml	1	
0000077476-19-000070	77476	PEPSICO INC	2080	US	NY	PURCHASE	10577	700 ANDERSON HILL RD		9142532000	US	NY	PURCHASE	10577-1444	700 ANDERSON HILL ROAD		US	NC	131584302	PEPSI COLA CO	19700903	1-LAF	0	1231	10-Q	20190531	2019	Q2	20190709	2019-07-09 06:08:00.0	0	1	pepsicoq2-10xq2019_htm.xml	1	
0000077476-19-000072	77476	PEPSICO INC	2080	US	NY	PURCHASE	10577	700 ANDERSON HILL RD		9142532000	US	NY	PURCHASE	10577-1444	700 ANDERSON HILL ROAD		US	NC	131584302	PEPSI COLA CO	19700903	1-LAF	0	1231	8-K	20190630			20190709	2019-07-09 06:12:00.0	0	0	q220198-k_htm.xml	1	
0000094845-19-000029	94845	LEVI STRAUSS & CO	2300	US	CA	SAN FRANCISCO	94111	1155 BATTERY ST		4155016000	US	CA	SAN FRANCISCO	94111	1155 BATTERY STREET		US	DE	940905160			4-NON	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 16:14:00.0	0	1	lvis-20190526.xml	1	
0000096223-19-000033	96223	JEFFERIES FINANCIAL GROUP INC.	6211	US	NY	NEW YORK	10022	520 MADISON AVENUE		2124601900	US	NY	NEW YORK	10022	520 MADISON AVENUE		US	NY	132615557	LEUCADIA NATIONAL CORP	19920703	1-LAF	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 16:50:00.0	0	1	jfg10q5312019_htm.xml	1	
0000105132-19-000033	105132	WD 40 CO	2890	US	CA	SAN DIEGO	92131	9715 BUSINESSPARK AVENUE		6192751400	US	CA	SAN DIEGO	92131	9715 BUSINESSPARK AVENUE		US	DE	951797918			1-LAF	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 16:22:00.0	0	1	wdfc-20190531x10q_htm.xml	1	
0000795266-19-000066	795266	KB HOME	1531	US	CA	LOS ANGELES	90024	10990 WILSHIRE BLVD		3102314000	US	CA	LOS ANGELES	90024	10990 WILSHIRE BLVD		US	DE	953666267	KAUFMAN & BROAD HOME CORP	19920703	1-LAF	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 17:06:00.0	0	1	kbh-20190531.xml	1	
0000876167-19-000102	876167	PROGRESS SOFTWARE CORP /MA	7372	US	MA	BEDFORD	01730	14 OAK PARK DRIVE		781-280-4473	US	MA	BEDFORD	01730	14 OAK PARK DRIVE		US	DE	042746201			1-LAF	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 13:58:00.0	0	1	q2201910-q_htm.xml	1	
0000886206-19-000020	886206	FRANKLIN COVEY CO	8741	US	UT	SALT LAKE CITY	84119-2331	2200 W PARKWAY BLVD		8018175030	US	UT	SALT LAKE CITY	84119	2200 W PARKWAY BLVD		US	UT	870401551	FRANKLIN QUEST CO	19940218	2-ACC	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 16:35:00.0	0	1	fc-20190531.xml	1	
0001010549-19-000167	65759	MICROPAC INDUSTRIES INC	3674	US	TX	GARLAND	75040	905 E WALNUT ST		2142723571	US	TX	GARLAND	75040	905 E WALNUT		US	DE	751225149	FARSI INDUSTRIES INC	19700911	4-NON	0	0531	10-Q	20190531	2019	Q2	20190709	2019-07-09 15:12:00.0	0	1	mpad-20190525.xml	1	
0001084580-19-000012	1084580	JEFFERIES GROUP LLC	6211	US	NY	NEW YORK	10022	520 MADISON AVENUE	12TH FLOOR - LEGAL DEPT.	212-709-6409	US	NY	NEW YORK	10022	520 MADISON AVENUE	12TH FLOOR - LEGAL DEPT.	US	DE	954719745	JEFFERIES GROUP INC /DE/	19990429	4-NON	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 16:38:00.0	0	1	jef10q53119_htm.xml	1	
0001144204-19-034148	1604627	KUSHCO HOLDINGS, INC.	3080	US	CA	GARDEN GROVE	92841	11958 MONARCH STREET		714-243-4311	US	CA	GARDEN GROVE	92841	11958 MONARCH STREET		US	NV	455268202	KUSH BOTTLES, INC.	20140403	2-ACC	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 17:03:00.0	0	1	kshb-20190531.xml	1	
0001171843-19-004475	940942	HUB GROUP, INC.	4731	US	IL	OAK BROOK	60523	2000 CLEARWATER DRIVE		6302713653	US	IL	OAK BROOK	60523	2000 CLEARWATER DRIVE		US	IL	364007085	HUB GROUP	20160718	1-LAF	0	1231	8-K/A	20190531			20190709	2019-07-09 16:15:00.0	1	0	f8ka_070819_htm.xml	1	
0001171843-19-004479	875582	NORTHERN TECHNOLOGIES INTERNATIONAL CORP	3470	US	MN	CIRCLE PINES	55014	4201 WOODLAND ROAD	PO BOX 69	(763) 225-6601	US	MN	CIRCLE PINES	55014	4201 WOODLAND ROAD	PO BOX 69	US	DE	410857886	NORTHERN INSTRUMENTS CORP	19930328	2-ACC	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 17:02:00.0	0	1	ntic-20190531.xml	1	
0001171843-19-004485	1071840	SOLARWINDOW TECHNOLOGIES, INC.	2860	US	AZ	SCOTTSDALE	85260	9375 EAST SHEA BLVD., SUITE 107-B		800-213-0689	US	AZ	SCOTTSDALE	85260	9375 EAST SHEA BLVD., SUITE 107-B		US	NV	593509694	NEW ENERGY TECHNOLOGIES, INC.	20090114	2-ACC	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 17:28:00.0	0	1	wndw-20190531.xml	1	
0001213900-19-012331	1522690	GWG HOLDINGS, INC.	6311	US	MN	MINNEAPOLIS	55402	220 SOUTH SIXTH STREET	SUITE 1200	877-494-2388	US	MN	MINNEAPOLIS	55402	220 SOUTH SIXTH STREET	SUITE 1200	US	DE	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190709	2019-07-09 16:47:00.0	0	1	gwgh-20181231.xml	1	
0001279569-19-001491	1543418	TRILOGY METALS INC.	1040	CA	BC	VANCOUVER	V7Y 1G5	SUITE 1150, 609 GRANVILLE STREET		(604) 638-8088	CA	BC	VANCOUVER	V7Y 1G5	SUITE 1150, 609 GRANVILLE STREET		CA	BC	000000000	NOVACOPPER INC.	20120228	2-ACC	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 06:35:00.0	0	1	tmq-20190531.xml	1	
0001393905-19-000220	1575659	HOLLY BROTHERS PICTURES, INC.	3842	US	CA	SOLANA BEACH	92075	462 STEVENS AVE	#310	858-987-4910	US	CA	SOLANA BEACH	92075	462 STEVENS AVE	#310	US	NV	462111820	POWERMEDCHAIRS	20130430	4-NON	0	0331	10-K	20190331	2018	FY	20190709	2019-07-09 15:49:00.0	0	1	hlly-20190331.xml	1	
0001493152-19-010375	1656501	BORROWMONEY.COM, INC.	7389	US	FL	LAUDERDALE	33304	512 BAYSHORE DRIVE FORT		718-753-4285	US	FL	LAUDERDALE	33304	512 BAYSHORE DRIVE FORT		US	FL	475168940			4-NON	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-08 20:07:00.0	1	1	bmny-20190531.xml	1	
0001493152-19-010384	1620070	DNA TESTING CENTERS CORP	2835	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		8668635139	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		US	FL	000000000			4-NON	0	1231	10-Q	20170331	2017	Q1	20190709	2019-07-09 09:19:00.0	0	1	dnac-20170331.xml	1	
0001493152-19-010385	1620070	DNA TESTING CENTERS CORP	2835	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		8668635139	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		US	FL	000000000			4-NON	0	1231	10-Q	20170630	2017	Q2	20190709	2019-07-09 09:23:00.0	0	1	dnac-20170630.xml	1	
0001493152-19-010386	1620070	DNA TESTING CENTERS CORP	2835	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		8668635139	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		US	FL	000000000			4-NON	0	1231	10-Q	20170930	2017	Q3	20190709	2019-07-09 09:24:00.0	0	1	dnac-20170930.xml	1	
0001493152-19-010387	1620070	DNA TESTING CENTERS CORP	2835	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		8668635139	CA	ON	OAKVILLE	L6H 0E7	2378 PARKHAVEN		US	FL	000000000			4-NON	0	1231	10-K	20171231	2017	FY	20190709	2019-07-09 09:27:00.0	0	1	dnac-20171231.xml	1	
0001553350-19-000717	1487198	ASPEN GROUP, INC.	8200	US	NY	NEW YORK	10001	276 FIFTH AVENUE	SUITE 505	646-448-5144	US	NY	NEW YORK	10001	276 FIFTH AVENUE	SUITE 505	US	DE	271933597	ELITE NUTRITIONAL BRANDS, INC.	20111011	2-ACC	0	0430	10-K	20190430	2019	FY	20190709	2019-07-09 17:17:00.0	0	1	aspu-20190430.xml	1	
0001558370-19-006031	1037390	GRIFFIN INDUSTRIAL REALTY, INC.	6500	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	26TH FLOOR	2122187910	US	NY	NEW YORK	10022	641 LEXINGTON AVENUE	26TH FLOOR	US	DE	060868486	GRIFFIN LAND & NURSERIES INC	19970408	2-ACC	0	1130	10-Q	20190531	2019	Q2	20190709	2019-07-09 09:45:00.0	0	1	grif-20190531.xml	1	
0001558370-19-006045	830524	CHASE CORP	3640	US	MA	WESTWOOD	02090	295 UNIVERSITY AVE		7813320700	US	MA	WESTWOOD	02090	295 UNIVERSITY AVE		US	MA	111797126			2-ACC	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 17:05:00.0	0	1	ccf-20190531.xml	1	
0001558891-19-000058	1577445	INTELLISENSE SOLUTIONS INC.	7370	US	AZ	SCOTTSDALE	85260	14201 N. HAYDEN ROAD, SUITE A-1		480-659-6404	US	AZ	SCOTTSDALE	85260	14201 N. HAYDEN ROAD, SUITE A-1				000000000			4-NON	0	0331	10-K	20190331	2018	FY	20190709	2019-07-09 15:28:00.0	0	1	inll-20190331.xml	1	
0001564590-19-024695	836157	LINDSAY CORP	3523	US	NE	OMAHA	68022	18135 BURKE STREET	SUITE 100	4028296800	US	NE	OMAHA	68022	18135 BURKE STREET	SUITE 100	US	DE	470554096	LINDSAY MANUFACTURING CO	19920703	1-LAF	0	0831	10-Q	20190531	2019	Q3	20190709	2019-07-09 17:02:00.0	0	1	lnn-20190531.xml	1	
0001640334-19-001306	1651932	M101 CORP.	6770	MY		KUALA LUMPUR	50450	SUITE 20.03, PLAZA 138, JALAN AMPANG		603 2181 0150	MY		KUALA LUMPUR	50450	SUITE 20.03, PLAZA 138, JALAN AMPANG		US	NV	870363526	CONCEPT HOLDING CORP.	20150827	4-NON	0	0331	10-K	20190331	2018	FY	20190709	2019-07-09 10:13:00.0	0	1	mozo-20190331.xml	1	
0001654954-19-008064	1011662	GLOBAL DIGITAL SOLUTIONS INC	2844	US	FL	WEST PALM BEACH	33401	777 SOUTH FLAGLER DRIVE	SUITE 800 WEST	561-515-6163	US	CA	ORANGEVALE	95662	6220 MAIN AVE #2		US	NJ	223392051	CREATIVE BEAUTY SUPPLY INC	19960403	4-NON	0	1231	10-Q	20190331	2019	Q1	20190709	2019-07-09 17:11:00.0	0	1	gdsi-20190331.xml	1	
0000916789-19-000045	916789	HELEN OF TROY LTD	3634	BM		HAMILTON	HM 11	CLARENDON HOUSE	2 CHURCH STREET	915-225-8000	US	TX	EL PASO	79912	ONE HELEN OF TROY PLAZA		BM		742692550			1-LAF	0	0228	10-Q	20190531	2020	Q1	20190710	2019-07-10 11:56:00.0	0	1	hele-20190531.xml	1	
0001003078-19-000148	1003078	MSC INDUSTRIAL DIRECT CO INC	5084	US	NY	MELVILLE	11747	75 MAXESS RD		516-812-2000	US	NY	MELVILLE	11747	75 MAXESS ROAD		US	NY	113289165			1-LAF	0	0831	10-Q	20190531	2019	Q3	20190710	2019-07-10 15:19:00.0	0	1	msm-20190601.xml	1	
0001041803-19-000029	1041803	PRICESMART INC	5331	US	CA	SAN DIEGO	92121	9740 SCRANTON ROAD		8584048800	US	CA	SAN DIEGO	92121	9740 SCRANTON ROAD		US	DE	330628530			1-LAF	0	0831	10-Q	20190531	2019	Q3	20190710	2019-07-10 16:03:00.0	0	1	psmt-20190531.xml	1	
0001140361-19-012689	1677940	BEYONDSPRING INC.	2834	US	NY	NEW YORK	10005	28 LIBERTY STREET	39TH FLOOR	646-528-4184	US	NY	NEW YORK	10005	28 LIBERTY STREET	39TH FLOOR	US	DE	463009483			4-NON	0	1231	6-K	20190331	2019	Q1	20190710	2019-07-10 11:22:00.0	0	1	bysi-20190331.xml	1	
0001193125-19-191525	67088	MITSUBISHI UFJ FINANCIAL GROUP INC	6029	JP		TOKYO	100-8330	7-1 MARUNOUCHI 2-CHOME	CHIYODA-KU	2125301784	US	NY	NEW YORK	10020-1104	1251 AVENUE OF THE AMERICAS 10020-1104				000000000	BANK OF TOKYO MITSUBISHI LTD /ADR/	20010402	1-LAF	1	0331	20-F	20190331	2018	FY	20190710	2019-07-10 06:19:00.0	0	1	mufg-20190331.xml	1	
0001193125-19-191533	900278	ALPS ALPINE CO., LTD.	3670	JP		TOKYO	145-8501	1-7 YUKIGAYA-OTSUKAMACHI	OTA-KU	81-3-3726-1211	JP		TOKYO	145-8501	1-7 YUKIGAYA-OTSUKAMACHI	OTA-KU			980342245	ALPS ELECTRIC CO LTD /WAV	20170727	4-NON	0	0331	20-F	20190331	2018	FY	20190710	2019-07-10 06:25:00.0	0	1	apely-20190331.xml	1	
0001213900-19-012350	949721	ATTIS INDUSTRIES INC.	2860	US	GA	MILTON	30004	12540 BROADWELL ROAD	SUITE 2104	678-580-5661	US	GA	MILTON	30004	12540 BROADWELL ROAD	SUITE 2104	US	NY	133832215	MERIDIAN WASTE SOLUTIONS, INC.	20150415	4-NON	0	1231	10-Q/A	20180331	2018	Q1	20190710	2019-07-09 18:47:00.0	0	1	atis-20180331.xml	1	
0001213900-19-012352	1720592	THUNDER BRIDGE ACQUISITION LTD	6770	US	VA	GREAT FALLS	22066	9912 GEORGETOWN PIKE	SUITE D203	7037592502	US	VA	GREAT FALLS	22066	9912 GEORGETOWN PIKE	SUITE D203	KY		000000000			4-NON	0	1231	10-Q	20190630	2019	Q2	20190710	2019-07-09 20:08:00.0	0	1	tbrg-20190630.xml	1	
0001213900-19-012412	1353538	NEWTOWN LANE MARKETING INC	2050	US	NJ	CHATHAM	07928	47 SCHOOL AVENUE		973-635-4047	US	NJ	CHATHAM	07928	47 SCHOOL AVENUE				203547231			4-NON	0	0331	10-K	20190331	2018	FY	20190710	2019-07-10 13:57:00.0	0	1	ntwn-20190331.xml	1	
0001213900-19-012456	1176309	ORAMED PHARMACEUTICALS INC.	2834	US	NY	NEW YORK	10019	142 W. 57TH STREET, 11TH FLOOR		646-844-1164	US	NY	NEW YORK	10019	142 W. 57TH STREET, 11TH FLOOR		US	DE	980376008	INTEGRATED SECURITY TECHNOLOGIES, INC.	20040614	4-NON	0	0831	10-Q	20190531	2019	Q3	20190710	2019-07-10 17:27:00.0	0	1	ormp-20190531.xml	1	
0001437749-19-013742	1013237	FACTSET RESEARCH SYSTEMS INC	7370	US	CT	NORWALK	06851	601 MERRITT 7		2038101000	US	CT	NORWALK	06851	601 MERRITT 7		US	DE	133362547			1-LAF	0	0831	10-Q	20190531	2019	Q3	20190710	2019-07-10 16:02:00.0	0	1	fds-20190531.xml	1	
0001437749-19-013775	1084332	SALON MEDIA GROUP INC	7310	US	CA	SAN FRANCISCO	94102	870 MARKET STREET	SUITE 528	4158828720	US	CA	SAN FRANCISCO	94102	870 MARKET STREET	SUITE 528	US	DE	943228750	SALON COM	20000322	4-NON	0	0331	10-K	20190331	2018	FY	20190710	2019-07-10 17:30:00.0	0	1	slnm-20190331.xml	1	
0001493152-19-010423	1752372	EZAGOO LTD	7310	CN		CHANGSHA, HUNAN	410205	YIJIAREN BUSINESS HOTEL NO.168,	TONG ZI PO XI LU, YUELE DISTRICT	8613975109168	CN		CHANGSHA, HUNAN	410205	YIJIAREN BUSINESS HOTEL NO.168,	TONG ZI PO XI LU, YUELE DISTRICT	US	NV	301077936			4-NON	0	1231	10-Q	20190331	2019	Q1	20190710	2019-07-10 06:16:00.0	0	1	ezgo-20190331.xml	1	
0001493152-19-010450	1300524	AMERICAN INTERNATIONAL HOLDINGS CORP.	1389	US	TX	KEMAH	77565	601 CIEN STREET, SUITE 240		281-334-9479	US	TX	KEMAH	77565	601 CIEN STREET, SUITE 240		US	NV	880225318	DELTA SEABOARD INTERNATIONAL, INC.	20100518	4-NON	0	1231	10-Q	20190331	2019	Q1	20190710	2019-07-10 15:19:00.0	0	1	amih-20190331.xml	1	
0001493152-19-010468	1644488	SHARING SERVICES GLOBAL CORP	7374	US	TX	PLANO	75075	1700 COIT RD.	SUITE 100	714-203-6717	US	TX	PLANO	75075	1700 COIT RD.	SUITE 100	US	NV	300869786	SHARING SERVICES, INC.	20190124	4-NON	0	0430	10-K	20190430	2019	FY	20190710	2019-07-10 16:57:00.0	0	1	shrv-20190430.xml	1	
0001494448-19-000053	1494448	EMERGENT CAPITAL, INC.	6311	US	FL	BOCA RATON	33486	5355 TOWN CENTER ROAD	SUITE 701	561-995-4200	US	FL	BOCA RATON	33486	5355 TOWN CENTER ROAD	SUITE 701	US	FL	300663473	IMPERIAL HOLDINGS, INC.	20141023	4-NON	0	1130	10-Q	20190531	2019	Q2	20190710	2019-07-09 20:24:00.0	0	1	emg-20190531.xml	1	
0001564590-19-024757	278130	PIER 1 IMPORTS INC/DE	5700	US	TX	FORT WORTH	76102	100 PIER 1 PLACE		8172526000	US	TX	FORT WORTH	76102	100 PIER 1 PLACE		US	DE	751729843	PIER 1 INC	19860921	2-ACC	0	0228	10-Q	20190531	2020	Q1	20190710	2019-07-10 16:06:00.0	0	1	pir-20190601.xml	1	
0001564590-19-024766	807707	VOXX INTERNATIONAL CORP	5065	US	NY	HAUPPAUGE	11788	180 MARCUS BLVD		6312317750	US	NY	HAUPPAUGE	11788	180 MARCUS BLVD		US	DE	131964841	AUDIOVOX CORP	19920703	2-ACC	0	0228	10-Q	20190531	2020	Q1	20190710	2019-07-10 17:15:00.0	0	1	voxx-20190531.xml	1	
0001640334-19-001329	1537258	AIRBORNE WIRELESS NETWORK	5961	US	CA	SIMI VALLEY	93063	4115 GUARDIAN STREET, SUITE C		(805) 583-4302	US	CA	SIMI VALLEY	93063	4115 GUARDIAN STREET, SUITE C		US	NV	274453740	AMPLE-TEE, INC.	20111214	2-ACC	0	0831	10-Q	20190531	2019	Q3	20190710	2019-07-10 16:36:00.0	0	1	abwn-20190531.xml	1	
0001654954-19-008114	1474835	INTELLIPHARMACEUTICS INTERNATIONAL INC.	2834	CA	ON	TORONTO	M9W 5X2	30 WORCESTER ROAD		416-798-3001	CA	ON	TORONTO	M9W 5X2	30 WORCESTER ROAD		CA	ON	000000000	INTELLIPHARMACEUTICS INTERNATIONAL INC.	20091020	4-NON	0	1130	6-K	20190531	2019	Q2	20190710	2019-07-10 17:09:00.0	0	1	ipci-20190531.xml	1	
